index,published,topic,term,domain,language,valid,de,title,description,en,la,url,image,archive,content,quote,added,feed,country,ipcc,continent
6390f14083569347becc5eb0aed628c1,2025-12-26T18:59:00Z,Snow&Ice,dondurucu İzlanda,www.haber7.com,tr,0.8,"Schnee, Hagel und eisige Temperaturen setzten dem ganzen Land zu. Die Winterbedingungen haben sich in ganz Türkiye verschlechtert. In Van und Elazığ schneite es, in Adana fiel Hagel. Während Warnungen nacheinander von Meteorologie und AKOM eingingen, wurde für Istanbul eine isländische Kältewarnung ausgegeben. In Ostanatolien und am Schwarzen Meer wird mit starkem Schneefall gerechnet.","Kar, dolu ve dondurucu soğuklar tüm yurdu etkisi altına aldı","Türkiye genelinde kış şartları ağırlaştı. Van ve Elazığ'da kar, Adana'da dolu yağdı. Meteoroloji ve AKOM'dan peş peşe uyarılar gelirken, İstanbul için İzlanda soğukları alarmı verildi. Doğu Anadolu ve Karadeniz'de yoğun kar bekleniyor.","Snow, hail and freezing temperatures affected the whole country. Winter conditions have become worse throughout Türkiye. It snowed in Van and Elazığ, and hail fell in Adana. While warnings were coming one after another from Meteorology and AKOM, an Icelandic cold alert was issued for Istanbul. Heavy snow is expected in Eastern Anatolia and the Black Sea.","Nivis, grando et torpore temperaturae universam regionem affectabant. Condiciones hiemales per Türkiye factae deteriores sunt. In Van et Elazığ ninguit, et grando in Adana cecidit. Dum monita ex Meteorologia et AKOM invicem venirent, frigus Islandicum in Istanbul proclamatum est. Gravis nix exspectatur in Anatolia orientali et in mari Pontico.",https://www.haber7.com/guncel/haber/3591301-kar-dolu-ve-dondurucu-soguklar-tum-yurdu-etkisi-altina-aldi,https://i20.haber7.net/resize/1280x720//haber/haber7/photos/2020/03/rlQtL_1579004365_7688.gif,,"Türkiye genelinde etkisini artran k artlar birçok ilde hayat olumsuz etkiliyor. Meteoroloji ve valiliklerin pe pee yapt uyarlarn ardndan Dou Anadoludan Karadenize, Marmaradan Akdenize kadar geni bir … [+2211 chars]",,2025-12-28 05:05:18+00:00,wmo,Iceland,GIC,Europe
660e4ea4c837ea6d31aa5703058deaf5,2025-12-25T08:51:28Z,Precipitation,yağmur,www.aa.com.tr,tr,0.6,Bei allen Berechnungen im Sapanca-See geht es um „nachhaltigen Schutz“. Die Gemeinde Sapanca strebt einen nachhaltigen Schutz des Sapanca-Sees durch Regenwassermanagement der neuen Generation und natürliche Regenbecken an. - Agentur Anadolu,"Sapanca Gölü'nde bütün hesaplar ""sürdürülebilir koruma"" üzerine","Sapanca Belediyesi, yeni nesil yağmur suyu yönetimi ve doğal yağmur havuzlarıyla Sapanca Gölü'nde sürdürülebilir koruma hedefliyor. - Anadolu Ajansı","All calculations in Sapanca Lake are about ""sustainable protection"". Sapanca Municipality aims for sustainable protection in Sapanca Lake with new generation rainwater management and natural rain pools. - Anadolu Agency","Omnes calculi in Sapanca lacu circa ""praesidium sustinebile"" sunt. Sapanca Municipality intendit ad praesidium in Sapanca Lacum sustinendum cum nova generationis administratione aquae pluviae et piscinae pluviae naturales. - Anadolu Agency",https://www.aa.com.tr/tr/dosya-haber/sapanca-golunde-butun-hesaplar-surdurulebilir-koruma-uzerine/3780550,https://cdnuploads.aa.com.tr/uploads/Contents/2025/12/25/thumbs_b_c_603714f28bd7db38f41cc3792fd8d711.jpg?v=120333,,"Anadolu Ajansnn (AA) ""Sapanca Gölü Alarm Veriyor"" balkl haber dosyasnn bu bölümünde, Sapanca Belediyesinin kuraklk tehdidine kar yamur ve yer alt sularn göle aktarmas ile bilinçli su tüketimi konusun… [+3905 chars]",,2025-12-29 05:19:01+00:00,wmo,New Zealand,NZ,Oceania
51935cf1c8edc01f8234cb3897e0f122,2025-12-01T04:25:45Z,Precipitation,yağmur,www.haberturk.com,tr,0.9,"Warnungen vor starkem Regen und Schneefall. Nach den neuesten Wettervorhersagen von Meteorology; Der größte Teil der Türkei ist von starken Regenfällen betroffen. Mit Ausnahme des Mittelmeerraums und des Südostens wird im ganzen Land mit starkem Regen und Schnee gerechnet. Niederschlagsmenge; Während erwartet wird, dass es im östlichen Schwarzen Meer stark sein wird …",Kuvvetli sağanak yağmur ve kar yağışı uyarıları,Meteoroloji'den yapılan son hava durumu tahminlerine göre; Türkiye'nin büyük bölümü kuvvetli yağışların etkisi altında. Akdeniz ve Güneydoğu haricinde tüm yurtta sağanak yağmur ve kar yağışı bekleniyor. Yağışların; Doğu Karadeniz'de kuvvetli olması beklenirke…,"Warnings for heavy rain and snowfall. According to the latest weather forecasts from Meteorology; Most of Türkiye is under the influence of heavy rains. Heavy rain and snow are expected all over the country, except for the Mediterranean and the Southeast. Rainfall; While it is expected to be strong in the Eastern Black Sea…","Admonitiones de pluvia et nix. Secundum novissimam tempestatem praenoscere ex Meteorologicis; Maxime Türkiye sub influxu imbrium est. Imber et nix gravis in tota regione exspectatur, excepto Mediterraneo et Meridio. Pluvia; Dum expectatur in Ponto Orientali valere...",https://www.haberturk.com/son-dakika-meteoroloji-den-kuvvetli-saganak-yagmur-ve-kar-yagisi-uyarilari-1-aralik-hava-durumu-3841928,https://im.haberturk.com/l/2025/12/01/ver1764563134/3841928/jpg/1200x628,,"Meteoroloji Genel Müdürlüü tarafndan yaplan tahminlere göre: Ülkemiz genelinin parçal ve çok bulutlu, Marmara'nn dousu, Kuzey Ege, ç Anadolu (Karaman ve Nide hariç), Karadeniz, Dou Anadolu, Kahramanm… [+910 chars]",,2025-12-29 05:19:01+00:00,wmo,New Zealand,NZ,Oceania
cdbdca6b751119e0e281bb6a7fcf53cc,2025-12-01T05:51:36Z,Precipitation,yağmur,www.haberturk.com,tr,0.9,Regen blockierte den Verkehr in Istanbul: 80 Prozent! Eilmeldung: Am ersten Werktag der Woche lag die Verkehrsdichte in Istanbul aufgrund des Regens bei 80 Prozent. Auf den Hauptverkehrsadern bildeten sich lange Fahrzeugkonvois,İstanbul'da yağmur trafiği kilitledi: Yüzde 80!,SON DAKİKA HABER: İstanbul'da haftanın ilk iş gününde yağmurun da etkisiyle trafik yoğunluğu yüzde 80 oldu. Ana arterlerde uzun araç konvoyları oluştu,"Rain blocked traffic in Istanbul: 80 percent! BREAKING NEWS: On the first working day of the week in Istanbul, traffic density was 80 percent due to the rain. Long vehicle convoys formed on main arteries","Pluviis obsessa negotiatio in Istanbul: LXXX percent! FRAGMENTUM NUNTII: Prima die hebdomadis in Istanbul laborante, densitas negotiationis erat 80 percent propter pluviam. Long lorem commeatus formatus in principalis arterias",https://www.haberturk.com/istanbul-trafik-son-durum-istanbul-da-yagmur-trafigi-kilitledi-yuzde-80-son-dakika-haberi-3841945,https://im.haberturk.com/l/2025/12/01/ver1764568273/3841945/jpg/1200x628,,"Mega kent stanbul haftann ilk i gününde yamurlu bir güne uyand. Yamurun da etkisiyle trafikte younluk meydana geldi.
Sabah saatlerinde özellikle ana arterlerde trafik olutu. HA'daki habere göre, 15 … [+158 chars]",,2025-12-29 05:19:01+00:00,wmo,New Zealand,NZ,Oceania
d198ff042eb75d55805e1c265d5073bf,2025-12-01T07:03:11Z,Precipitation,yağmur,www.hurriyet.com.tr,tr,0.9,"Starke Regen- und Schneewarnung der Meteorologie! Die Lufttemperatur sinkt um 4 Grad. Nach den neuesten Wettervorhersagen der Generaldirektion Meteorologie (MGM) wird es in den meisten Teilen des Landes zu Regen und Schauern kommen. Es wird geschätzt, dass es in der Umgebung von Trabzon, Rize und Artvin heftige Regenfälle geben wird. Nordöstlich von Zentralanatolien, West- und Ost…",Meteoroloji'den kuvvetli yağış ve kar uyarısı! Hava sıcaklığı 4 derece düşecek,"Meteoroloji Genel Müdürlüğü'nden (MGM) yapılan son hava durumu tahminlerine yurdun büyük bir bölümünde yağmur ve sağanak etkili olacak. Trabzon, Rize ve Artvin çevrelerinde ise yağışın kuvvetli olacağı tahmin ediliyor. İç Anadolu'nun kuzeydoğusu, Batı ve Doğu…","Heavy rain and snow warning from Meteorology! The air temperature will drop by 4 degrees. According to the latest weather forecasts made by the General Directorate of Meteorology (MGM), rain and showers will be effective in most parts of the country. It is estimated that rainfall will be heavy in Trabzon, Rize and Artvin surroundings. Northeast of Central Anatolia, West and East…","Imber gravis et nivis monitus ex Meteorologicis! Temperatus aeris per 4 gradus decidet. Secundum recentissimas tempestates praenuntiationes factae a Directoratu Generali Meteorologico (MGM), pluviae et imbres in plerisque patriae partibus erunt. Aestimatur pluviam in Trabzon, Rize et Artvin circumstantibus gravibus fore. Orientem Mediam Anatoliam, Occidentem et Orientem.",https://www.hurriyet.com.tr/gundem/meteorolojiden-kuvvetli-yagis-ve-kar-uyarisi-hava-sicakligi-4-derece-dusecek-43038228,https://image.hurimg.com/i/hurriyet/90/0x0/692d3ffdf504a08e8484e279.jpg,,"p&gt;Meteoroloji Genel Müdürlüü tarafndan yaplan tahminlere göre: Ülkemiz genelinin parçal ve çok bulutlu, Marmara'nn dousu, Kuzey Ege, ç Anadolu (Karaman ve Nide hariç), Karadeniz, Dou Anadolu, Kahr… [+6005 chars]",,2025-12-29 05:19:01+00:00,wmo,New Zealand,NZ,Oceania
2287066224fc1320c9821a2b1f292412,2025-12-02T04:09:49Z,Precipitation,yağmur,www.haberturk.com,tr,0.9,"Warnung vor starkem Regen, Nebel und Dunst. Nach den neuesten Wettervorhersagen von Meteorology; Im östlichen Teil der Türkei und in den östlichen Schwarzmeerregionen wird es Gewitter geben. In den höheren Lagen kann Schneefall wirksam sein. In anderen Regionen wird es Nebel und Dunst geben.","Sağanak yağmur, sis ve pus uyarısı",Meteoroloji'den yapılan son hava durumu tahminlerine göre; Türkiye'nin doğusu ile Doğu Karadeniz bölgeleri gök gürültülü sağanak yağmurlu olacak Yüksek kesimlerde kar yağışı etkili olabilir. Diğer bölgelerde ise sis ve pus görülecek,"Warning for heavy rain, fog and haze. According to the latest weather forecasts from Meteorology; There will be thunderstorms in the eastern part of Türkiye and the Eastern Black Sea regions. Snowfall may be effective in the higher elevations. Fog and haze will be seen in other regions.","Monitum de pluvia, nebula et obducto. Secundum novissimam tempestatem praenoscere ex Meteorologicis; Tonitrua erunt in parte orientali Türkiye et regiones Ponti orientalis. Nix in superioribus elevationibus efficax potest. Caligo et caligo in aliis regionibus videbitur.",https://www.haberturk.com/son-dakika-meteoroloji-den-saganak-yagmur-sis-ve-pus-uyarisi-2-aralik-hava-durumu-3842190,https://im.haberturk.com/l/2025/12/02/ver1764648554/3842190/jpg/1200x628,,"Meteoroloji Genel Müdürlüü tarafndan yaplan tahminlere göre: Ülkemiz geneli parçal yer yer çok bulutlu, Dou Anadolunun kuzeydousu ile Rize, Artvin, Mu, Bitlis ve Van çevrelerinin yal geçecei tahmin e… [+3445 chars]",,2025-12-29 05:19:01+00:00,wmo,New Zealand,NZ,Oceania
a96c3d596cdf0340eca165a478dfd694,2025-12-02T08:19:06Z,Precipitation,yağmur,www.haberturk.com,tr,0.9,"Regen- und Nebelwarnung der Meteorologie! Die Meteorologie hat für heute, den 2. Dezember 2025, eine Regen- und Nebelwarnung herausgegeben. Während in Osttürkiye und den östlichen Schwarzmeerregionen mit Gewittern zu rechnen ist, wird es in höher gelegenen Gebieten zu starken Schneefällen kommen. In welchen Provinzen ist also mit Regen zu rechnen? Istanbul, Izmir und…",Meteoroloji'den yağmur ve sis uyarısı!,"Meteoroloji, 2 Aralık 2025 bugün için yağmur ve sis uyarısı yaptı. Türkiye'nin doğusu ile Doğu Karadeniz bölgelerinde gök gürültülü sağanak yağmur beklenirken, yüksek kesimlerde kar yağışı etkili olacak. Peki hangi illerde yağış bekleniyor, İstanbul, İzmir ve…","Rain and fog warning from Meteorology! Meteorology issued a rain and fog warning for today, December 2, 2025. While thunderstorms are expected in eastern Türkiye and the Eastern Black Sea regions, snowfall will be effective in higher areas. So, in which provinces is rain expected? Istanbul, Izmir and…","Pluviae et nebulae admonitio Meteorologic! Meteorologia pluviam et nebulam denuntiavit ut hodie, die 2 mensis Decembris, anno 2025. Dum tonitrua exspectantur in regionibus orientalibus Türkiye et Orientis Ponti Euxini, nix in locis superioribus efficax erit. In quibus provinciis expectatur? Istanbul, Smyrna et…",https://www.haberturk.com/meteoroloji-saganak-yagmur-uyarisi-yapti-2-aralik-2025-hangi-illerde-yagis-var-hava-durumu-ne-istanbul-izmir-ve-ankarada-yagis-var-mi-3842262,https://im.haberturk.com/l/2025/12/02/ver1764663723/3842262/jpg/1200x628,,"2 ARALIK 2025 METEOROLOJDEN 6 L ÇN YAI UYARISI GELD!
Meteoroloji Genel Müdürlüünden gelen uyarya göre: Dou Anadolunun kuzeydousu ile Rize, Artvin, Mu, Bitlis, Van ve Kars çevrelerinin yal geçecei ta… [+153 chars]",,2025-12-29 05:19:01+00:00,wmo,New Zealand,NZ,Oceania
a1a01c488bfb627d068dadacac22ac92,2025-12-05T04:44:49Z,Precipitation,yağmur,www.haberturk.com,tr,0.9,"Starkregen- und Sturmwarnung für die Ägäis und das Mittelmeer. Nach den neuesten Wettervorhersagen von Meteorology; Der Süden von Marmara, die Ägäis und der Mittelmeerraum stehen unter dem Einfluss von Gewittern. Während in den Küstenregionen, insbesondere in Muğla und Antalya, mit sehr starken Regenfällen zu rechnen ist, kommt es zu Überschwemmungen und Wasser...",Ege ve Akdeniz için kuvvetli sağanak yağmur ve fırtına uyarısı,"Meteoroloji'den yapılan son hava durumu tahminlerine göre; Marmara'nın güneyi, Ege ve Akdeniz bölgeleri gök gürültülü sağanak yağmurun etkisi altında. Yağışların Muğla ve Antalya başta olmak üzere kıyı bölgelerinde çok kuvvetli olması beklenirken, sel ve su b…","Heavy rain and storm warning for the Aegean and Mediterranean. According to the latest weather forecasts from Meteorology; The south of Marmara, the Aegean and the Mediterranean regions are under the influence of thunderstorms. While the rains are expected to be very heavy in the coastal regions, especially in Muğla and Antalya, floods and water...","Imbres et tempestates monuerunt Aegaeo et Mediterraneo. Secundum novissimam tempestatem praenoscere ex Meteorologicis; Ad Meridiem Propontidem, Aegaeum et Mediterraneum regionum tonitruum impulsus est. Dum pluviae exspectantur gravissimae in regionibus maritimis, praesertim in Muğla et Antalya, inundationibus et aquis.",https://www.haberturk.com/son-dakika-meteoroloji-den-ege-ve-akdeniz-icin-kuvvetli-saganak-yagmur-ve-firtina-uyarisi-5-aralik-hava-durumu-3843059,https://im.haberturk.com/l/2025/12/05/ver1764909888/3843059/jpg/1200x628,,"Meteoroloji Genel Müdürlüü tarafndan yaplan tahminlere göre: Ülkemiz genelinin parçal yer yer çok bulutlu, Marmara'nn güneyi, Ege, Akdeniz, ç Anadolu, Bat ve Orta Karadeniz'in iç kesimleri, Dou ve Gü… [+1075 chars]",,2025-12-29 05:19:01+00:00,wmo,New Zealand,NZ,Oceania
f52bb70727aaebb6a9ff252204b3fb6b,2025-12-07T06:54:24Z,Precipitation,yağmur,www.hurriyet.com.tr,tr,0.9,"Meteorologie gewarnt! Der Winter hat begonnen... Hier ist der erste Schnee der Saison gefallen. Die Generaldirektion Meteorologie hatte in verschiedenen Teilen des Landes vor Graupel und Schneefall gewarnt. Einer der Orte, an denen der erste Schnee der Saison fiel, waren die hoch gelegenen Teile von Antalya und Adana.",Meteoroloji uyarmıştı! Kış başladı... Buralara mevsimin ilk karı düştü,Meteoroloji Genel Müdürlüğü yurdun çeşitli kesimlerine karla karışık yağmur ve kar yağışı uyarısında bulunmuştu. Mevsimin ilk karının yağdığı yerlerden biri de Antalya ve Adana'nın yüksek kesimleri oldu.,Meteorology warned! Winter has begun... The first snow of the season has fallen here. The General Directorate of Meteorology had warned of sleet and snowfall in various parts of the country. One of the places where the first snowfall of the season fell was the high parts of Antalya and Adana.,Monuit Meteororum! Hiems incepit... Prima nix temporis hic cecidit. Directoratus Generalis Meteorologiae in variis nationis partibus pruriginem et nivem monuerat. Una in locis ubi prima nix temporis cecidit erat altae partes Antalya et Adana.,https://www.hurriyet.com.tr/gundem/meteoroloji-uyarmisti-kis-basladi-buralara-mevsimin-ilk-kari-dustu-43045625,https://image.hurimg.com/i/hurriyet/90/0x0/693524649217d56cb45255d0.jpg,,"p&gt;Türkiye'yi etkisi altna alan souk ve yal hava Adana'da da cumartesi gününden bu yana etkili oluyor. Adana ehir merkezine bir gündür yamur yaarken, yüksek kesimlere de kar yamaya balad. Özellikle… [+795 chars]",,2025-12-29 05:19:01+00:00,wmo,New Zealand,NZ,Oceania
4ab915343eb648966c7a243d9bb2c011,2025-12-08T04:38:25Z,Precipitation,yağmur,www.haberturk.com,tr,0.9,"Warnung vor starkem Regen, Sturm und Schneefall. Nach den neuesten Wettervorhersagen von Meteorology; Im Osten des Marmaragebiets, im westlichen Schwarzen Meer, in den zentralen und östlichen Teilen des Mittelmeers, im Osten Zentralanatoliens und in den südlichen Teilen Ostanatoliens wird es Gewitter geben. Niederschlagsmenge; Westliche Schwarzmeerküste…","Sağanak yağmur, fırtına ve kar yağışı alarmı","Meteoroloji'den yapılan son hava durumu tahminlerine göre; Marmara'nın doğusu, Batı Karadeniz, Akdeniz'in orta ve doğu kesimleri, İç Anadolu'nun doğusu ile Doğu Anadolu'nun güney kesimleri gök gürültülü sağanak yağmurlu olacak. Yağışların; Batı Karadeniz kıyı…","Heavy rain, storm and snowfall alert. According to the latest weather forecasts from Meteorology; There will be thunderstorms in the east of Marmara, the Western Black Sea, the central and eastern parts of the Mediterranean, the east of Central Anatolia and the southern parts of Eastern Anatolia. Rainfall; Western Black Sea coast…","Imber gravis, tempestas et nix intenti. Secundum novissimam tempestatem praenoscere ex Meteorologicis; Tonitruum erunt in Oriente ad Marmara, Mare Occidentale, Mare Ponticum, mediae et orientales partes Mediterranei, Orientales Anatoliae Centralis, et partes meridionales Anatoliae Orientalis. Pluvia; Mare Ponticum Occidentale oram…",https://www.haberturk.com/son-dakika-meteoroloji-den-saganak-yagmur-firtina-ve-kar-yagisi-alarmi-8-aralik-hava-durumu-3843726,https://im.haberturk.com/l/2025/12/08/ver1765168699/3843726/jpg/1200x628,,"Meteoroloji Genel Müdürlüü tarafndan yaplan tahminlere göre: Ülkemiz genelinin parçal ve çok bulutlu, Marmara, ç Anadolu ve Akdeniz'in dou kesimleri, Bat Karadeniz ile Dou Anadolu (Erzincan, Erzurum,… [+1224 chars]",,2025-12-29 05:19:01+00:00,wmo,New Zealand,NZ,Oceania
